Metamath - Version 0.177 27-Apr-2019          Type HELP for help, EXIT to exit.
MM> READ "set.mm"
Reading source file "set.mm"... 35125687 bytes
35125687 bytes were read into the source buffer.
The source has 158653 statements; 2313 are $a and 32727 are $p.
No errors were found.  However, proofs were not checked.  Type VERIFY PROOF *
if you want to check them.
label:pm2.61ii,steps:5,subtheorems_dup:33,totalsteps_dup:121,subtheorems:12,totalsteps:72,extendedstep:367,maxpathlen:20
label:pm2.61nii,steps:5,subtheorems_dup:32,totalsteps_dup:117,subtheorems:12,totalsteps:71,extendedstep:367,maxpathlen:20
label:pm2.61iii,steps:8,subtheorems_dup:34,totalsteps_dup:129,subtheorems:13,totalsteps:79,extendedstep:567,maxpathlen:21
label:pm2.01,steps:3,subtheorems_dup:31,totalsteps_dup:110,subtheorems:11,totalsteps:64,extendedstep:186,maxpathlen:19
label:pm2.01d,steps:3,subtheorems_dup:29,totalsteps_dup:103,subtheorems:11,totalsteps:62,extendedstep:183,maxpathlen:18
label:pm2.6,steps:3,subtheorems_dup:33,totalsteps_dup:118,subtheorems:12,totalsteps:70,extendedstep:247,maxpathlen:20
label:pm2.61,steps:2,subtheorems_dup:34,totalsteps_dup:120,subtheorems:12,totalsteps:71,extendedstep:265,maxpathlen:21
label:pm2.65,steps:3,subtheorems_dup:35,totalsteps_dup:124,subtheorems:15,totalsteps:79,extendedstep:455,maxpathlen:20
label:pm2.65i,steps:5,subtheorems_dup:34,totalsteps_dup:124,subtheorems:13,totalsteps:75,extendedstep:495,maxpathlen:20
label:pm2.65d,steps:4,subtheorems_dup:32,totalsteps_dup:115,subtheorems:15,totalsteps:76,extendedstep:407,maxpathlen:19
label:mto,steps:4,subtheorems_dup:35,totalsteps_dup:128,subtheorems:13,totalsteps:76,extendedstep:497,maxpathlen:21
label:mtod,steps:4,subtheorems_dup:33,totalsteps_dup:119,subtheorems:15,totalsteps:77,extendedstep:413,maxpathlen:20
label:mtoi,steps:4,subtheorems_dup:34,totalsteps_dup:123,subtheorems:15,totalsteps:78,extendedstep:415,maxpathlen:21
label:mt2,steps:4,subtheorems_dup:35,totalsteps_dup:128,subtheorems:13,totalsteps:76,extendedstep:497,maxpathlen:21
label:mt3,steps:4,subtheorems_dup:37,totalsteps_dup:135,subtheorems:14,totalsteps:79,extendedstep:553,maxpathlen:22
label:peirce,steps:3,subtheorems_dup:35,totalsteps_dup:123,subtheorems:12,totalsteps:70,extendedstep:335,maxpathlen:20
label:looinv,steps:3,subtheorems_dup:45,totalsteps_dup:155,subtheorems:16,totalsteps:91,extendedstep:409,maxpathlen:21
label:bijust,steps:3,subtheorems_dup:37,totalsteps_dup:134,subtheorems:14,totalsteps:81,extendedstep:686,maxpathlen:22
label:bi1,steps:5,subtheorems_dup:28,totalsteps_dup:98,subtheorems:11,totalsteps:61,extendedstep:305,maxpathlen:20
